Prompt: Summarize the business model from the following text. Answer with a continuous text and with fivehundredtwelve tokens at max. Set your focus on sources of revenue , the intended customer base , products , distribution channels  and details of financing . Use only information from the following text

ITEM 1.            BUSINESS

We are a diversified television broadcasting company with national reach with a strong focus on providing high-quality content on our local television stations and digital and other platforms.  The content, distributed through our broadcast platform, consists of programming provided by third-party networks and syndicators, local news, our own networks, and other original programming produced by us.  We also distribute our original programming, and owned and operated networks, on other third-party platforms.  Additionally, we own digital and internet media products that are complementary to our extensive portfolio of television station related digital properties. We focus on offering marketing solutions to advertisers through our television and digital platforms and digital agency services. Outside of our media related businesses, we operate technical services companies focused on supply and maintenance of broadcast transmission systems as well as research and development for the advancement of broadcast technology, and we manage other non-media related investments.
Broadcast
As of December 31, 2017, our broadcast distribution platform consists primarily of our broadcast television stations. We own, provide programming and operating services pursuant to local marketing agreements (LMAs), or provide sales services and other non-programming operating services pursuant to other outsourcing agreements (such as JSAs and SSAs) to 191 stations in 89 markets. These stations broadcast 601 channels, including 242 channels affiliated with primary networks or program service providers comprised of:  FOX (59), ABC (41), CBS (30), NBC (25), CW (47), and MyNetworkTV (MNT) (40).  The other 359 channels broadcast programming from Antenna TV, Azteca, Bounce Network, CHARGE!, Comet, CoziTV, Decades, Estrella TV, Get TV, Grit, Me TV, Movies!, Stadium Network, TBD, Telemundo, This TV, Unimas, Univision, Weather, and two channels broadcasting independent programming.  For the purpose of this report, these 191 stations and 601 channels are referred to as “our” stations and channels.  Refer to our Television Markets and Stations table later in this Item 1. for more information.
Our broadcast segment provides free over-the-air programming to television viewing audiences in the communities we serve through our local television stations.  The programming that we provide on our primary channels consists of network provided programs, locally-produced news, local sporting events, programming from program service arrangements, syndicated entertainment programs, and internally originated programming provided by our other media subsidiaries. We provide live, local sporting events on many of our stations by acquiring the local television broadcast rights for these events.  
We are the nation's largest producer of local news. We produce approximately 2,400 hours of news per week at 129 stations in 84 markets, including 3 stations which produce news pursuant to a local news sharing arrangement for competitive stations in that market.  We have 20 stations which have local news sharing arrangements with a competitive station in that market that produces the news aired on our station.  
See Operating Strategy later in this Item 1. for more information regarding the news and programming we provide.

A primary source of revenue is the sale of commercial inventory on our television stations to our advertising customers.  We also earn revenues by providing digital content to non-linear devices via websites, mobile, and social media advertisements. Our objective is to meet the needs of our advertising customers by delivering significant audiences in key demographics.  Our strategy is to achieve this objective by providing quality local news programming, popular network, syndicated and live sports programs, and other original content to our viewing audience.  We attract most of our national television advertisers through national marketing representation firms which have offices in New York City, Los Angeles, Chicago, and Atlanta.  Our local television advertisers are attracted through the use of a local sales force at each of our television stations, which is comprised of approximately 800 marketing consultants and 100 local sales managers company-wide.
Another primary source of revenue is from our retransmission consent agreements through payments from MVPDs in our markets, vMVPDs and OTT distributors.  The MVPDs are local cable companies, satellite television, and local telecommunication video providers.  vMVPDS and OTT distributors are companies that provide video content through internet streaming. The revenues primarily represent payments from the MVPDs, virtual MVPDs, and OTT distributors for access to our broadcast signal and are typically based on the number of subscribers they have.  
5

Our operating results are subject to cyclical fluctuations from political advertising.  Political spending has been significantly higher in the even-number years due to the cyclicality of political elections.  In addition, every four years, political spending is typically elevated further due to the advertising related to the presidential election.  Because of the political election cyclicality, there has been a significant difference in our operating results when comparing even-numbered years’ performance to the odd numbered years’ performance.  Additionally, our operating results are impacted by the number and importance of individual political races and issues discussed on a national level as well as those within the local communities we serve.  We believe political advertising will continue to be a strong advertising category in our industry. Political advertising levels may increase further as political-activism, around social, political, economic and environmental causes, continues to draw attention and Political Action Committees (PACs), including so-called Super PACs, continue to increase spending.
Original Networks and Content
We own and operate various networks carried on distribution platforms owned by us or others including: Comet, our science fiction multicast network, which debuted in October 2015; CHARGE!, our adventure and action-based emerging network, which launched in February 2017; and TBD, the first multiscreen TV network in the U.S. market to bring premium internet-first content to TV homes across America, which launched in February 2017.
Also, during 2017, we transformed American Sports Network into Stadium, a new digital network that brings together professional sports highlights and college games. 
We also own and operate Tennis Channel (Tennis), a cable network acquired in March 2016, which includes coverage of many of tennis' top tournaments and original professional sport and tennis lifestyle shows. In 2017, Tennis expanded beyond its network business by acquiring Tennis Magazine, the sport’s largest print publication, and Tennis.com, the most visited online tennis platform in the world. 
Our internally developed content, in addition to our local news, includes Ring of Honor (ROH), our professional wrestling promotion, and Full Measure with Sharyl Attkisson (Full Measure), our national Sunday morning investigative and political analysis program.
Digital and Internet
Sinclair Digital Ventures focuses on investment in emerging digital technologies, ad tech, and digital content companies that support and expand Sinclair's digital capabilities and non-linear footprint. We earn revenues from Compulse Integrated Marketing, a full service digital agency which uses our digital expertise to help businesses run social media, search, advertising, email marketing, web design, mobile marketing and creative services, and audience extension, and navigate and compete in a world of constant innovation and changes in consumer behavior. Circa is a national digital news operation offering video-rich news and entertainment tailored for mobile devices and aimed at the younger demographic. DataSphere Technologies, acquired in June 2017, provides marketing services to small businesses across the country and works in partnership with multiple media companies, including Sinclair. NewsON is a free, ad-supported app that provides instant access to live or on-demand local news broadcasts.
Technical Services
We own subsidiaries which are dedicated to providing broadcast related technical services to the broadcast industry, including: Acrodyne Technical Services, a provider of service and support for broadcast transmitters throughout the world; Dielectric, a designer and manufacturer of broadcast systems including all components from transmitter output to antenna; and ONE Media, a technology innovator at the forefront of developing industry standards and related technologies for NextGen encompassing its flexible and enhanced vision for broadcasting. In April 2016, we launched ONE Media 3.0, a wholly-owned subsidiary whose purpose will be to develop business opportunities, products, and services associated with ATSC 3.0 "Next Generation" broadcast transmission standard and TV platform. In 2017, we and other broadcasters formed the Spectrum Consortium (Spectrum Co), a joint venture that links local consortium member television stations to form a nationwide network over which to deliver national services and create a robust video and data exchange in conjunction with NextGen. 
Other Non-media Investments
We own various non-media related investments across multiple asset classes including private equity, mezzanine financing, and real estate investments. Some of the largest investments include: Triangle Sign and Service (Triangle), a sign designer and fabricator; Bay Creek South (Bay Creek), a land developer for a planned resort community in Cape Charles, VA; and Jefferson Park, a mixed-use land development project in Frederick, MD; an investment in sustainable energy producing facilities; and a portfolio of apartment complexes.
6

We are a Maryland corporation formed in 1986.  Our principal offices are located at 10706 Beaver Dam Road, Hunt Valley, Maryland 21030.  Our telephone number is (410) 568-1500 and our website address is www.sbgi.net.  The information contained on, or accessible through, our website is not part of this annual report on Form 10-K and is not incorporated herein by reference.

Television Markets and Stations

As of December 31, 2017, we own and operate or provide programming and/or sales and other shared services to television stations in the following 89 markets:
 
Market | Market Rank (a) | Number of Channels | Stations | NetworkAffiliation (b)
The Communications Act requires broadcasters to serve the “public interest.”  The FCC has relaxed or eliminated many of the more formalized procedures it had developed in the past to promote the broadcast of certain types of programming responsive to the needs of a station’s community of license.  FCC licensees continue to be required, however, to present programming that is responsive to the needs and interests of their communities and to maintain certain records demonstrating such responsiveness.  Complaints from viewers concerning a station’s programming may be considered by the FCC when it evaluates renewal applications of a licensee, although such complaints may be filed at any time and generally may be considered by the FCC at any time.  Stations also must pay regulatory and application fees and follow various rules promulgated under the Communications Act that regulate, among other things, political advertising, sponsorship identifications, obscene and indecent broadcasts, and technical operations, including limits on radio frequency radiation. In addition, television licensees have obligations to create and follow employment outreach programs, provide a minimum amount of programming for children, comply with rules relating to the emergency alert system (EAS), maintain an online public inspection file, and abide by regulations specifying requirements to provide closed captions for its programming. FCC licensees are, in general, responsible for the content of their broadcast programming, including that supplied by television networks.  Accordingly, there is a risk of being fined as a result of our broadcast programming, including network programming.
On October 24, 2017, the FCC approved the elimination of the main studio rule, which required each broadcast television, FM radio, and AM radio licensee to have a main studio staffed with at least two employees located in or near its station’s local community.  The elimination of the main studio rule became effective on January 8, 2018.
Pending Matters
Congress and the FCC have under consideration, and in the future may consider and adopt, new laws, regulations, and policies regarding a wide variety of matters that could affect, directly or indirectly, the operation, ownership, and profitability of our broadcast stations, result in the loss of audience share and advertising revenues for our broadcast stations, and affect our ability to acquire additional broadcast stations or finance such acquisitions.
On November 16, 2017, the FCC adopted a Report and Order and Notice of Proposed Rulemaking authorizing the voluntary deployment of ATSC 3.0 and adopting rules to afford broadcasters flexibility to deploy ATSC 3.0 based transmissions while minimizing impact on consumers and industry stakeholders and seeking comment on certain additional matters. The Report and Order will go into effect on March 5, except for certain rules that require approval from the Office and Management and Budget.  Once approved by OMB, the effective date of those rules will be published in the Federal Register. Comments on the issues raised by the proposed rulemaking were due to be filed by February 20, 2018; and replies are due to be filed by March 20, 2018. 
18

Other matters that could affect our broadcast properties include technological innovations and developments generally affecting competition in the mass communications industry, such as direct television broadcast satellite service, Class A television service, the continued establishment of wireless cable systems and low power television stations, digital television technologies, the internet and mobility, and portability of our broadcast signal to hand-held devices.
Congress authorized the FCC to conduct so-called “incentive auctions” to auction and re-purpose broadcast television spectrum for mobile broadband use. See Broadcast Incentive Auction under Note 2. Acquisitions and Dispositions of Assets within the Consolidated Financial Statements for further discussion of our participation, results, and post-auction process.
Other Considerations
The preceding summary is not a complete discussion of all provisions of the Communications Act or other congressional acts or of the regulations and policies of the FCC, or in some cases, the DOJ.  For further information, reference should be made to the Communications Act other congressional acts and regulations and public notices circulated from time to time by the FCC, or in some cases, the DOJ.  There are additional regulations and policies of the FCC and other federal agencies that govern political broadcasts, advertising, equal employment opportunity, and other matters affecting our business and operations.
ENVIRONMENTAL REGULATION

Prior to our ownership or operation of our facilities, substances or waste that are, or might be considered, hazardous under applicable environmental laws may have been generated, used, stored, or disposed of at certain of those facilities.  In addition, environmental conditions relating to the soil and groundwater at or under our facilities may be affected by the proximity of nearby properties that have generated, used, stored, or disposed of hazardous substances.  As a result, it is possible that we could become subject to environmental liabilities in the future in connection with these facilities under applicable environmental laws and regulations.  Although we believe that we are in substantial compliance with such environmental requirements and have not in the past been required to incur significant costs in connection therewith, there can be no assurance that our costs to comply with such requirements will not increase in the future or that we will not become subject to new governmental regulations, including those pertaining to potential climate change legislation, that may impose additional restrictions or costs on us.  We presently believe that none of our properties have any condition that is likely to have a material adverse effect on our consolidated balance sheets, consolidated statements of operations, or consolidated statements of cash flows.
COMPETITION

Our television stations compete for audience share and advertising revenue with other television stations in their respective DMAs, as well as with other advertising media such as MVPDs, cable networks, radio, newspapers, magazines, outdoor advertising, transit advertising, telecommunications providers, direct mail, and internet and other digital media, such as OTT.  Some competitors are part of larger organizations with substantially greater financial, technical, and other resources than we have.  Other factors that are material to a television station’s competitive position include signal coverage, local program acceptance, network affiliation or program service, audience characteristics, and assigned broadcast frequency.

Competition in the television broadcasting industry occurs primarily in individual DMAs.  Generally, a television broadcasting station in one DMA does not compete with stations in other DMAs.  Our television stations are located in highly competitive DMAs.  MVPDs can increase competition for a broadcast television station by bringing into its market additional cable network channels.  These narrow cable network channels are typically low rated, and, as a result, advertisements are inexpensive to the local advertisers.  In addition, certain of our DMAs are overlapped by over-the-air station from adjacent DMAs and MVPDs of stations from other DMAs, which tends to spread viewership and advertising expenditures over a larger number of television stations.

Television stations compete for audience share primarily on the basis of program popularity, which has a direct effect on advertising rates.  Our network affiliated stations are largely dependent upon the performance of network provided programs in order to attract viewers.  Non-network time periods are programmed by the station primarily with syndicated programs purchased for cash, cash and barter, or barter-only, as well as through self-produced news, public affairs programs, live local sporting events, paid-programming, and other entertainment programming.

Television advertising rates are based upon factors which include the size of the DMA in which the station operates; a program’s popularity among the viewers that an advertiser wishes to attract; the number of advertisers competing for the available time; the demographic makeup of the DMA served by the station; the availability of alternative advertising media in the DMA; the aggressiveness and knowledge of the sales forces in the DMA to call on and understand their client’s need; and development of 
19

projects, features, and programs that tie advertiser messages to programming.  We believe that our sales and programming strategies allow us to compete effectively for advertising revenues within our DMAs.

The television broadcasting industry is continuously faced with technical changes and innovations, competing entertainment and communications media, changes in labor conditions, and governmental restrictions or actions of federal regulatory bodies, including the FCC, any of which could possibly have a material effect on a television station’s operations and profits. 

Moreover, technology advances and regulatory changes affecting programming delivery through fiber optic lines, video compression, and new wireless uses could lower entry barriers for new video channels and encourage the further development of increasingly specialized “niche” programming.  Telephone companies are permitted to provide video distribution services, on a common carrier basis, as “cable systems” or as “open video systems,” each pursuant to different regulatory schemes.  Additionally, over-the-top (OTT) services allows consumers to consume programming on-demand through access to the internet and without a subscription with an MVPD. We continue to compete with the OTT services for viewership.
DTV technology allows us to provide viewers multiple channels of digital television over each of our existing standard digital channels, to provide certain programming in HD television format and to deliver other channels of information in the forms of data and programming to the internet, PCs, smart phones, tablet computers and mobile devices.  These additional capabilities may provide us with additional sources of revenue, as well as additional competition.
We also compete for programming which involves negotiating with national program distributors or syndicators that sell first-run and rerun packages of programming.  Our stations compete for access to those programs against in-market broadcast station competitors for syndicated products and with national cable networks.  Public broadcasting stations generally compete with commercial broadcasters for viewers, but not for advertising dollars.

We believe we compete favorably against other television stations because of our management skill and experience, our ability historically to generate revenue share greater than our audience share, our network affiliations and program service arrangements, and our local program acceptance.  In addition, we believe that we benefit from the operation of multiple broadcast properties, affording us certain non-quantifiable economies of scale and competitive advantages in the purchase of programming.
EMPLOYEES

As of December 31, 2017, we had approximately 8,900 employees. Approximately 800 employees are represented by labor unions under certain collective bargaining agreements. We have not experienced any significant labor problems and consider our overall labor relations to be good.
AVAILABLE INFORMATION

We regularly use our website as a source of company information and it can be accessed at www.sbgi.net. We make available, free of charge through our website, our annual report on Form 10-K, quarterly reports on Form 10-Q, current reports on Form 8-K, and amendments to those reports filed or furnished pursuant to Section 13(a) or 15(d) of the Exchange Act as soon as reasonably practicable after such documents are electronically submitted to the SEC, who also makes these reports available at http://www.sec.gov.  In addition, a replay of each of our quarterly earnings conference calls is available on our website until the subsequent quarter’s earnings call.  The information contained on, or otherwise accessible through, our website is not a part of this Annual Report on Form 10-K and is not incorporated herein by reference.
